hold_time_mean,hold_time_std,hold_time_median,flight_time_mean,flight_time_std,typing_speed_wpm,error_rate,pause_frequency,pause_duration_mean,burst_length_mean,rhythm_entropy,mouse_speed_mean,mouse_speed_std,direction_change_rate,click_count,rage_click_count,scroll_velocity_std,tab_switch_freq,switch_entropy,session_fragmentation,hour_of_day,day_of_week,session_duration_min,label,user_id,timestamp
128601.02657142856,339659.7793484329,123.667,37484.49471428571,72738.16324962873,0.2799999999999999,0.0,2,130459.2025,3.5,1.7965415852698832,0.0,0.0,0.0,0,0,30,0,0,0.2857142857142857,12,0,5.0,1,user 1,2021-09-13T12:45:49.308191
23663.099,170345.48310049687,163.563,7849.726999999999,46400.42651708136,3.08,0.0649350649350649,14,41311.263285714274,5.5,5.872578803103041,0.0,0.0,0.0,0,0,30,0,0,0.1818181818181818,13,0,5.0,1,user 1,2021-09-13T13:16:26.134198
308795.9954,689079.3566591804,228.389,14293.021599999998,31012.35615104183,0.2,0.0,1,69766.65,5.0,1.9406879367246817,0.0,0.0,0.0,0,0,30,0,0,0.2,13,0,5.0,1,user 1,2021-09-13T13:46:44.525100
2462.589744186047,26156.44381317668,141.59199999999998,4517.436379844962,26616.818897563626,5.16,0.1317829457364341,15,35929.16006666666,8.6,5.86913682689229,0.0,0.0,0.0,0,0,30,0,0,0.1162790697674418,14,0,5.0,1,user 1,2021-09-13T14:47:09.503601
125.05767857142858,28.321124441547127,124.668,18890.274285714288,98896.4528241614,1.12,0.0,1,523511.176,28.0,5.140972932587102,0.0,0.0,0.0,0,0,30,0,0,0.0357142857142857,11,1,5.0,1,user 1,2021-09-14T11:07:57.898408
28387.09176282051,335813.78549976257,136.6345,1924.081794871795,6965.562406046682,6.24,0.1153846153846153,22,11847.613090909088,7.090909090909091,3.608578913228851,0.0,0.0,0.0,0,0,30,0,0,0.141025641025641,11,1,5.0,1,user 1,2021-09-14T11:48:10.757580
27061.972764705893,270334.9282730469,155.583,2927.8413823529418,7448.7047767573295,4.08,0.0686274509803921,25,10739.93928,4.08,2.531592601990853,0.0,0.0,0.0,0,0,30,0,0,0.2450980392156862,12,1,5.0,1,user 1,2021-09-14T12:18:26.145007
570377.6158749998,2280796.114668806,142.12,27104.5290625,98475.61976971266,0.64,0.1875,3,142528.25333333333,5.333333333333333,3.5178109394199235,0.0,0.0,0.0,0,0,30,0,0,0.1875,13,1,5.0,1,user 1,2021-09-14T13:51:33.284036
150.99790721649484,139.81273102723293,126.66,3507.267845360825,14934.189415891437,3.88,0.0927835051546391,10,31676.1115,9.7,4.236063591610801,0.0,0.0,0.0,0,0,30,0,0,0.1030927835051546,14,1,5.0,1,user 1,2021-09-14T14:21:45.013056
73883.57042465755,595093.870179028,141.622,13956.596493150684,93184.00827387696,2.92,0.0958904109589041,12,82173.84775000002,6.083333333333333,6.630811517023892,0.0,0.0,0.0,0,0,30,0,0,0.1643835616438356,14,1,5.0,1,user 1,2021-09-14T14:51:51.961865
388.95975,680.5714578738223,159.075,261339.657625,732448.4384435829,0.32,0.0,2,1044240.6225,4.0,2.6216563676550333,0.0,0.0,0.0,0,0,30,0,0,0.25,15,1,5.0,1,user 1,2021-09-14T15:30:29.102846
115.79814285714284,39.66269753878208,120.6765,15199.34225,65127.50477308452,1.12,0.0714285714285714,3,138835.52166666667,9.333333333333334,4.2076781378895936,0.0,0.0,0.0,0,0,30,0,0,0.1071428571428571,15,1,5.0,1,user 1,2021-09-14T16:00:35.888716
100.85475,38.03197327719327,105.718,56311.675625,157924.9419020696,0.32,0.375,1,447154.34,8.0,2.623350392548918,0.0,0.0,0.0,0,0,30,0,0,0.125,16,1,5.0,1,user 1,2021-09-14T16:30:44.502047
123.09200000000004,43.44888308882827,127.667,12400.774210526317,51449.80205526469,0.76,0.2105263157894736,2,113496.8915,9.5,4.038260772081536,0.0,0.0,0.0,0,0,30,0,0,0.1052631578947368,17,1,5.0,1,user 1,2021-09-14T17:31:03.494435
121.12957575757576,31.99649054391581,122.671,11465.193727272728,44876.39990862289,1.3199999999999998,0.0909090909090909,2,185282.1165,16.5,3.8543809068989368,0.0,0.0,0.0,0,0,30,0,0,0.0606060606060606,17,1,5.0,1,user 1,2021-09-14T18:01:10.586566
222.28,137.77537994141042,207.562,158.321,70.61519461607867,0.2,0.0,0,0.0,5.0,0.3862693668604054,0.0,30.0,39.16333333333333,11749,0,30,0,0,0.0,8,1,5.0,1,user 2,2021-09-07T08:41:13.616066
629.4758750000001,587.7659047189834,417.452,343377.66362500004,954181.4426598244,0.32,0.125,5,549082.9931999999,1.6,2.59933916897821,0.0,30.0,35.95333333333333,10786,0,30,0,0,0.625,9,1,5.0,1,user 2,2021-09-07T09:34:19.193612
4015.679111111111,10463.87294384907,430.59,36326.45133333333,56385.67916233871,0.36,0.0,6,54071.75533333333,1.5,1.4634220018407786,0.0,0.0,0.0,0,0,30,0,0,0.6666666666666666,10,1,5.0,1,user 2,2021-09-07T10:36:17.663853
211.1370555555556,475.2911646913949,82.983,6292.674666666667,19218.826793716515,0.72,0.0,2,54419.8565,9.0,2.968108699022868,0.0,0.0,0.0,0,0,30,0,0,0.1111111111111111,11,1,5.0,1,user 2,2021-09-07T11:06:48.765706
539.9677692307691,600.280993230291,215.3135,14317.024807692307,66724.91612800793,1.04,0.0,2,176304.0985,13.0,4.570025142868227,0.0,0.0,0.0,0,0,30,0,0,0.0769230769230769,11,1,5.0,1,user 2,2021-09-07T11:37:11.060236
453.8376363636364,529.204858642255,188.463,5759.521309090907,12225.022366214464,2.2,0.0181818181818181,18,16593.129166666666,3.055555555555556,2.1031914524971693,0.0,0.0,0.0,0,0,30,0,0,0.3272727272727272,12,1,5.0,1,user 2,2021-09-07T12:07:39.605662
567.3400454545455,847.9228435136278,181.94,13459.019681818185,31137.47008006049,0.8800000000000001,0.0,6,47914.0345,3.6666666666666665,2.2603110177043737,0.0,0.0,0.0,0,0,30,0,0,0.2727272727272727,13,1,5.0,1,user 2,2021-09-07T13:24:12.773623
272.3190909090909,414.2356275588701,126.477,22673.53936363637,56777.50524151277,0.44,0.0,4,61686.63175,2.75,2.3875949092138478,0.0,0.0,0.0,0,0,30,0,0,0.3636363636363636,14,1,5.0,1,user 2,2021-09-07T14:55:29.231364
293.03657333333337,520.1555606517118,114.251,4155.836613333333,15063.96505276902,3.0,0.0266666666666666,13,22256.112615384613,5.769230769230769,3.6005269229850314,0.0,0.0,0.0,0,0,30,0,0,0.1733333333333333,15,1,5.0,1,user 2,2021-09-07T15:25:46.545479
163.66645,167.7367645783353,117.674,2404594.4983,10749325.4438596,0.8,0.05,3,16027980.748666666,6.666666666666667,4.357136495188406,0.0,0.0,0.0,0,0,30,0,0,0.15,8,2,5.0,1,user 2,2021-09-08T08:06:01.607957
132.63925,48.237624466188485,136.22699999999998,84959.2515,522474.0779301449,1.6,0.025,7,482888.6902857144,5.714285714285714,6.072344167551692,0.0,0.0,0.0,0,0,30,0,0,0.175,9,2,5.0,1,user 2,2021-09-08T09:06:42.507459
414.6097500000001,375.1739357091285,206.5235,31023.53708333333,101235.88090917488,0.48,0.0,3,121586.31066666666,4.0,3.124272271072134,0.0,0.0,0.0,0,0,30,0,0,0.25,10,2,5.0,1,user 2,2021-09-08T10:49:59.270260
547.917875,1035.015668482718,230.454,5974.466325000001,20276.032213294904,1.6,0.175,10,21980.407,4.0,3.3510905478061765,0.0,0.0,0.0,0,0,30,0,0,0.25,13,2,5.0,1,user 2,2021-09-08T13:58:25.465245
534.1495555555555,1200.5768107567203,135.783,175897.95833333334,511012.9408512766,0.36,0.0,3,526145.4653333334,3.0,2.739017698471621,0.0,0.0,0.0,0,0,30,0,0,0.3333333333333333,15,2,5.0,1,user 2,2021-09-08T15:19:19.014925
292.1500967741936,343.6517832610247,153.79950000000002,4873.467999999999,17037.203595220628,2.48,0.0161290322580645,10,27218.630999999998,6.2,3.467602179641585,0.0,0.0,0.0,0,0,30,0,0,0.1612903225806451,15,2,5.0,1,user 2,2021-09-08T15:49:47.734764
268.38440322580647,530.0306171762098,119.6375,1920.6947983870969,4407.7025955334775,4.96,0.1370967741935483,20,9314.3932,6.2,2.2855758379802467,0.0,0.0,0.0,0,0,30,0,0,0.1612903225806451,16,2,5.0,1,user 2,2021-09-08T16:20:02.303620
407.8562580645162,500.35274584270167,194.279,10798.580032258064,27470.243876938817,1.24,0.1935483870967742,10,32416.1077,3.1,2.502508977471809,0.0,0.0,0.0,0,0,30,0,0,0.3225806451612903,16,2,5.0,1,user 2,2021-09-08T16:50:16.224527
118.54266666666666,51.875682286276174,116.204,165977.2644,640902.5986685778,0.6,0.0666666666666666,1,2482701.405,15.0,3.730455111223538,0.0,0.0,0.0,0,0,30,0,0,0.0666666666666666,9,3,5.0,1,user 2,2021-09-09T09:57:29.832442
128.38539130434782,127.84735706008551,100.577,13783.283217391305,64400.09016360097,0.92,0.0434782608695652,1,309203.51,23.0,4.569631902056591,0.0,0.0,0.0,0,0,30,0,0,0.0434782608695652,10,3,5.0,1,user 2,2021-09-09T10:27:43.585933
105.03024,38.86445321807577,102.53,9540.405080000002,41566.42729951799,1.0,0.0,3,76445.62866666667,8.333333333333334,4.268855943140393,0.0,0.0,0.0,0,0,30,0,0,0.12,10,3,5.0,1,user 2,2021-09-09T10:58:18.375071
321.6684655172414,289.3717543002072,197.2825,8531.677896551724,33350.26556851835,2.32,0.0344827586206896,15,31651.68406666666,3.8666666666666663,3.875147848574164,0.0,0.0,0.0,0,0,30,0,0,0.2586206896551724,12,3,5.0,1,user 2,2021-09-09T12:22:33.385381
273.00155970149257,393.2499682799773,132.8015,2234.983850746269,13084.096553631009,5.36,0.0895522388059701,18,12957.533333333333,7.444444444444445,5.832339176673743,0.0,0.0,0.0,0,0,30,0,0,0.1343283582089552,12,3,5.0,1,user 2,2021-09-09T12:52:45.831533
537.847,675.1093683794253,171.866,325031.1968571427,825462.511715721,0.2799999999999999,0.0,3,757786.2076666666,2.333333333333333,2.351250564083678,0.0,0.0,0.0,0,0,30,0,0,0.4285714285714285,13,3,5.0,1,user 2,2021-09-09T13:54:33.248721
406.78875,598.5159447967391,166.49650000000003,258049.164875,1020750.3912631886,0.64,0.0,3,1373462.545,5.333333333333333,3.830034935311699,0.0,0.0,0.0,0,0,30,0,0,0.1875,15,3,5.0,1,user 2,2021-09-09T15:54:44.942840
134.41724390243905,182.3631148177683,97.1845,3941.4530853658543,23718.812201611065,3.28,0.0609756097560975,3,97541.63333333336,27.33333333333333,5.980977355911174,0.0,0.0,0.0,0,0,30,0,0,0.0365853658536585,8,4,5.0,1,user 2,2021-09-10T08:53:41.625333
495.6035,384.8135214088768,339.82050000000004,39197.28883333333,69577.31244874788,0.24,0.0,3,78157.316,2.0,1.6203953833305391,0.0,0.0,0.0,0,0,30,0,0,0.5,10,4,5.0,1,user 2,2021-09-10T10:13:00.365522
177.2646063829787,273.2096901754157,125.4785,3669.8020744680857,11590.23488089557,3.76,0.0106382978723404,18,16800.385,5.222222222222222,3.1414282351407445,0.0,0.0,0.0,0,0,30,0,0,0.1914893617021276,10,4,5.0,1,user 2,2021-09-10T10:43:07.805316
228.2703333333333,417.31972126415104,116.232,3901.99475,10286.886883998435,2.4,0.0166666666666666,13,16243.40653846154,4.615384615384615,2.6142532957425995,0.0,0.0,0.0,0,0,30,0,0,0.2166666666666666,11,4,5.0,1,user 2,2021-09-10T11:13:13.632386
312.4003478260869,206.1471042454456,202.153,11189275.940956522,53636184.15355276,0.92,0.0,4,64335137.37225,5.75,4.688169567640619,0.0,0.0,0.0,0,0,30,0,0,0.1739130434782608,11,0,5.0,1,user 2,2021-09-13T11:54:44.491710
854.1535882352941,1410.7179578617522,313.461,19055.36347058824,34011.302403983274,0.6799999999999999,0.0,9,35718.522666666664,1.8888888888888888,1.731575994251066,0.0,0.0,0.0,0,0,30,0,0,0.5294117647058824,12,0,5.0,1,user 2,2021-09-13T12:25:08.472526
282.5301134020619,509.2998177675912,136.709,7298.921103092785,58959.956171768994,3.88,0.0103092783505154,9,73987.30133333332,10.77777777777778,8.036153657183418,0.0,0.0,0.0,0,0,30,0,0,0.0927835051546391,12,0,5.0,1,user 2,2021-09-13T12:55:23.387140
198.67240909090916,368.21180622902864,87.8845,15816.033999999998,46348.52006052244,0.8800000000000001,0.0454545454545454,5,67935.97360000001,4.4,2.8631004710938,0.0,0.0,0.0,0,0,30,0,0,0.2272727272727272,13,0,5.0,1,user 2,2021-09-13T13:55:45.818101
324.9041034482758,505.671484474099,106.439,10695.338931034485,31179.016050014823,1.16,0.0344827586206896,7,42651.303,4.142857142857143,2.864493694192948,0.0,0.0,0.0,0,0,30,0,0,0.2413793103448276,14,0,5.0,1,user 2,2021-09-13T14:56:06.350114
218.8097692307692,307.7328781622556,105.461,127375.72115384616,455043.1198231829,0.52,0.2307692307692307,2,825368.1369999999,6.5,3.43229686249167,0.0,0.0,0.0,0,0,30,0,0,0.1538461538461538,15,0,5.0,1,user 2,2021-09-13T15:40:22.866732
3621.9458133333337,29000.090776335444,156.243,2987.100506666666,6093.640652839417,3.0,0.1333333333333333,21,9447.86919047619,3.571428571428572,2.026339603812899,0.0,0.0,0.0,0,0,30,0,0,0.28,16,0,5.0,1,user 2,2021-09-13T16:10:34.592835
218.83763157894737,238.90402683393148,123.036,29193.93115789473,123579.22990181056,0.76,0.0,3,182626.81366666665,6.333333333333333,4.120143639818585,0.0,0.0,0.0,0,0,30,0,0,0.1578947368421052,16,0,5.0,1,user 2,2021-09-13T16:40:44.808818
607.3307368421055,1046.3520346227142,172.837,3046033.455578947,13265660.598061282,0.76,0.0,7,8266829.708571428,2.7142857142857144,4.238904816717147,0.0,0.0,0.0,0,0,30,0,0,0.3684210526315789,9,1,5.0,1,user 2,2021-09-14T09:04:27.482654
480.1744375,599.527543159981,153.31400000000002,16577.98535416667,82952.10523217676,1.92,0.0208333333333333,16,48582.5406875,3.0,4.951353925721271,0.0,0.0,0.0,0,0,30,0,0,0.3333333333333333,9,1,5.0,1,user 2,2021-09-14T09:34:40.128357
265.15445132743366,1352.1967402831558,102.538,2639.957867256637,13405.824952074732,4.5200000000000005,0.4070796460176991,10,26705.0985,11.3,5.055525881712638,0.0,0.0,0.0,0,0,30,0,0,0.0884955752212389,10,1,5.0,1,user 2,2021-09-14T10:54:19.296131
188.75389655172413,324.95936440439897,95.6955,3032.818724137931,15976.463245149978,4.64,0.0344827586206896,12,26402.811666666665,9.666666666666666,5.245104165215853,0.0,0.0,0.0,0,0,30,0,0,0.1034482758620689,11,1,5.0,1,user 2,2021-09-14T11:55:43.522521
1887.910023529413,14585.55443327606,115.28,3861.452047058824,15241.599197074424,3.4,0.1176470588235294,11,26637.90909090909,7.727272727272727,3.923828986718069,0.0,0.0,0.0,0,0,30,0,0,0.1294117647058823,12,1,5.0,1,user 2,2021-09-14T12:26:15.878257
268.36237113402063,458.043269530004,112.298,3602.2802886597933,13131.157444795914,3.88,0.1546391752577319,18,17317.006722222224,5.388888888888889,3.626396244858922,0.0,0.0,0.0,0,0,30,0,0,0.1855670103092783,12,1,5.0,1,user 2,2021-09-14T12:56:32.982335
181.5058648648649,302.8772250243442,93.7435,3083.105445945946,8691.574249707208,2.96,0.1216216216216216,16,12780.657437500002,4.625,2.7999845592398067,0.0,0.0,0.0,0,0,30,0,0,0.2162162162162162,13,1,5.0,1,user 2,2021-09-14T13:26:50.738821
390.74292,511.827503233749,167.711,12671.405800000002,45094.33807973291,1.0,0.12,9,34247.58477777778,2.7777777777777777,3.4868465370717625,0.0,0.0,0.0,0,0,30,0,0,0.36,15,1,5.0,1,user 2,2021-09-14T15:18:18.074850
915.6961585365852,8899.791772876619,101.551,1846.7646890243905,4134.331044885529,6.56,0.2317073170731707,32,7526.679437500001,5.125,2.2318528875520824,0.0,0.0,0.0,0,0,30,0,0,0.1951219512195122,15,1,5.0,1,user 2,2021-09-14T15:48:47.178993
