window_id,label,subject
swell_PP13_1584,2,PP13
swell_PP13_1586,2,PP13
swell_PP13_1587,2,PP13
swell_PP13_1588,2,PP13
swell_PP13_1595,1,PP13
swell_PP13_1596,1,PP13
swell_PP13_1597,1,PP13
swell_PP13_1598,1,PP13
swell_PP13_1599,1,PP13
swell_PP13_1600,1,PP13
swell_PP13_1601,1,PP13
swell_PP13_1602,1,PP13
swell_PP13_1603,1,PP13
swell_PP13_1604,1,PP13
swell_PP13_1605,1,PP13
swell_PP13_1606,1,PP13
swell_PP13_1607,1,PP13
swell_PP13_1608,1,PP13
swell_PP13_1609,1,PP13
swell_PP13_1610,1,PP13
swell_PP13_1611,1,PP13
swell_PP13_1612,1,PP13
swell_PP13_1613,1,PP13
swell_PP13_1614,1,PP13
swell_PP13_1615,1,PP13
swell_PP13_1616,1,PP13
swell_PP13_1617,1,PP13
swell_PP13_1618,1,PP13
swell_PP13_1619,1,PP13
swell_PP13_1620,1,PP13
swell_PP13_1621,1,PP13
swell_PP13_1622,1,PP13
swell_PP13_1623,1,PP13
swell_PP13_1624,1,PP13
swell_PP13_1625,1,PP13
swell_PP13_1626,1,PP13
swell_PP14_1640,0,PP14
swell_PP14_1641,0,PP14
swell_PP14_1642,0,PP14
swell_PP14_1643,0,PP14
swell_PP14_1644,0,PP14
swell_PP14_1645,0,PP14
swell_PP14_1646,0,PP14
swell_PP14_1647,0,PP14
swell_PP14_1648,0,PP14
swell_PP14_1649,0,PP14
swell_PP14_1650,0,PP14
swell_PP14_1651,0,PP14
swell_PP14_1652,0,PP14
swell_PP14_1653,0,PP14
swell_PP14_1654,0,PP14
swell_PP14_1655,0,PP14
swell_PP14_1656,0,PP14
swell_PP14_1657,0,PP14
swell_PP14_1658,0,PP14
swell_PP14_1659,0,PP14
swell_PP14_1660,0,PP14
swell_PP14_1661,0,PP14
swell_PP14_1662,0,PP14
swell_PP14_1663,0,PP14
swell_PP14_1664,0,PP14
swell_PP14_1665,0,PP14
swell_PP14_1666,0,PP14
swell_PP14_1667,0,PP14
swell_PP14_1668,0,PP14
swell_PP14_1670,0,PP14
swell_PP14_1671,0,PP14
swell_PP14_1672,0,PP14
swell_PP14_1688,1,PP14
swell_PP14_1689,1,PP14
swell_PP14_1690,1,PP14
swell_PP14_1691,1,PP14
swell_PP14_1692,1,PP14
swell_PP14_1693,1,PP14
swell_PP14_1694,1,PP14
swell_PP14_1695,1,PP14
swell_PP14_1696,1,PP14
swell_PP14_1697,1,PP14
swell_PP14_1698,1,PP14
swell_PP14_1699,1,PP14
swell_PP14_1700,1,PP14
swell_PP14_1701,1,PP14
swell_PP14_1702,1,PP14
swell_PP14_1703,1,PP14
swell_PP14_1704,1,PP14
swell_PP14_1705,1,PP14
swell_PP14_1706,1,PP14
swell_PP14_1707,1,PP14
swell_PP14_1708,1,PP14
swell_PP14_1709,1,PP14
swell_PP14_1710,1,PP14
swell_PP14_1711,1,PP14
swell_PP14_1712,1,PP14
swell_PP14_1714,1,PP14
swell_PP14_1715,1,PP14
swell_PP14_1716,1,PP14
swell_PP14_1717,1,PP14
swell_PP14_1718,1,PP14
swell_PP14_1719,1,PP14
swell_PP14_1720,1,PP14
swell_PP14_1721,1,PP14
swell_PP14_1722,1,PP14
swell_PP15_1769,0,PP15
swell_PP15_1770,0,PP15
swell_PP15_1771,0,PP15
swell_PP15_1772,0,PP15
swell_PP15_1773,0,PP15
swell_PP15_1774,0,PP15
swell_PP15_1775,0,PP15
swell_PP15_1776,0,PP15
swell_PP15_1778,0,PP15
swell_PP15_1779,0,PP15
swell_PP15_1780,0,PP15
swell_PP15_1781,0,PP15
swell_PP15_1782,0,PP15
swell_PP15_1783,0,PP15
swell_PP15_1784,0,PP15
swell_PP15_1785,0,PP15
swell_PP15_1786,0,PP15
swell_PP15_1787,0,PP15
swell_PP15_1788,0,PP15
swell_PP15_1789,0,PP15
swell_PP15_1790,0,PP15
swell_PP15_1791,0,PP15
swell_PP15_1792,0,PP15
swell_PP15_1793,0,PP15
swell_PP15_1794,0,PP15
swell_PP15_1795,0,PP15
swell_PP15_1796,0,PP15
swell_PP15_1797,0,PP15
swell_PP15_1798,0,PP15
swell_PP15_1816,2,PP15
swell_PP15_1817,2,PP15
swell_PP15_1818,2,PP15
swell_PP15_1819,2,PP15
swell_PP15_1820,2,PP15
swell_PP15_1821,2,PP15
swell_PP15_1823,2,PP15
swell_PP15_1825,2,PP15
swell_PP15_1826,2,PP15
swell_PP15_1827,2,PP15
swell_PP15_1828,2,PP15
swell_PP15_1829,2,PP15
swell_PP15_1830,2,PP15
swell_PP15_1831,2,PP15
swell_PP15_1832,2,PP15
swell_PP15_1833,2,PP15
swell_PP15_1834,2,PP15
swell_PP15_1848,1,PP15
swell_PP15_1849,1,PP15
swell_PP15_1850,1,PP15
swell_PP15_1851,1,PP15
swell_PP15_1852,1,PP15
swell_PP15_1853,1,PP15
swell_PP15_1854,1,PP15
swell_PP15_1855,1,PP15
swell_PP15_1856,1,PP15
swell_PP15_1857,1,PP15
swell_PP15_1858,1,PP15
swell_PP15_1859,1,PP15
swell_PP15_1860,1,PP15
swell_PP15_1861,1,PP15
swell_PP15_1862,1,PP15
swell_PP15_1863,1,PP15
swell_PP15_1864,1,PP15
swell_PP15_1865,1,PP15
swell_PP15_1866,1,PP15
swell_PP15_1867,1,PP15
swell_PP15_1868,1,PP15
swell_PP15_1869,1,PP15
swell_PP15_1870,1,PP15
swell_PP15_1871,1,PP15
swell_PP15_1872,1,PP15
swell_PP15_1873,1,PP15
swell_PP15_1874,1,PP15
swell_PP15_1875,1,PP15
swell_PP15_1876,1,PP15
swell_PP16_1890,0,PP16
swell_PP16_1891,0,PP16
swell_PP16_1892,0,PP16
swell_PP16_1893,0,PP16
swell_PP16_1894,0,PP16
swell_PP16_1895,0,PP16
swell_PP16_1896,0,PP16
swell_PP16_1898,0,PP16
swell_PP16_1899,0,PP16
swell_PP16_1900,0,PP16
swell_PP16_1901,0,PP16
swell_PP16_1902,0,PP16
swell_PP16_1903,0,PP16
swell_PP16_1904,0,PP16
swell_PP16_1905,0,PP16
swell_PP16_1906,0,PP16
swell_PP16_1907,0,PP16
swell_PP16_1908,0,PP16
swell_PP16_1909,0,PP16
swell_PP16_1910,0,PP16
swell_PP16_1911,0,PP16
swell_PP16_1912,0,PP16
swell_PP16_1913,0,PP16
swell_PP16_1914,0,PP16
swell_PP16_1915,0,PP16
swell_PP16_1916,0,PP16
swell_PP16_1917,0,PP16
swell_PP16_1918,0,PP16
swell_PP16_1919,0,PP16
swell_PP16_1920,0,PP16
swell_PP16_1921,0,PP16
swell_PP16_1922,0,PP16
swell_PP16_1923,0,PP16
swell_PP16_1924,0,PP16
swell_PP16_1925,0,PP16
swell_PP16_1926,0,PP16
swell_PP16_1939,1,PP16
swell_PP16_1940,1,PP16
swell_PP16_1941,1,PP16
swell_PP16_1942,1,PP16
swell_PP16_1943,1,PP16
swell_PP16_1944,1,PP16
swell_PP16_1945,1,PP16
swell_PP16_1946,1,PP16
swell_PP16_1947,1,PP16
swell_PP16_1949,1,PP16
swell_PP16_1950,1,PP16
swell_PP16_1951,1,PP16
swell_PP16_1953,1,PP16
swell_PP16_1956,1,PP16
swell_PP16_1958,1,PP16
swell_PP16_1959,1,PP16
swell_PP16_1960,1,PP16
swell_PP16_1986,2,PP16
swell_PP16_1987,2,PP16
swell_PP16_1988,2,PP16
swell_PP16_1989,2,PP16
swell_PP16_1990,2,PP16
swell_PP16_1996,2,PP16
swell_PP16_1997,2,PP16
swell_PP16_2001,2,PP16
swell_PP16_2002,2,PP16
swell_PP16_2003,2,PP16
swell_PP16_2004,2,PP16
swell_PP16_2006,2,PP16
swell_PP17_2019,0,PP17
swell_PP17_2020,0,PP17
swell_PP17_2021,0,PP17
swell_PP17_2022,0,PP17
swell_PP17_2023,0,PP17
swell_PP17_2024,0,PP17
swell_PP17_2025,0,PP17
swell_PP17_2026,0,PP17
swell_PP17_2027,0,PP17
swell_PP17_2028,0,PP17
swell_PP17_2029,0,PP17
swell_PP17_2030,0,PP17
swell_PP17_2031,0,PP17
swell_PP17_2032,0,PP17
swell_PP17_2033,0,PP17
swell_PP17_2034,0,PP17
swell_PP17_2039,0,PP17
swell_PP17_2040,0,PP17
swell_PP17_2041,0,PP17
swell_PP17_2042,0,PP17
swell_PP17_2043,0,PP17
swell_PP17_2044,0,PP17
swell_PP17_2045,0,PP17
swell_PP17_2046,0,PP17
swell_PP17_2047,0,PP17
swell_PP17_2048,0,PP17
swell_PP17_2049,0,PP17
swell_PP17_2067,2,PP17
swell_PP17_2069,2,PP17
swell_PP17_2070,2,PP17
swell_PP17_2072,2,PP17
swell_PP17_2073,2,PP17
swell_PP17_2074,2,PP17
swell_PP17_2075,2,PP17
swell_PP17_2076,2,PP17
swell_PP17_2077,2,PP17
swell_PP17_2078,2,PP17
swell_PP17_2079,2,PP17
swell_PP17_2080,2,PP17
swell_PP17_2081,2,PP17
swell_PP17_2082,2,PP17
swell_PP17_2083,2,PP17
swell_PP17_2084,2,PP17
swell_PP17_2085,2,PP17
swell_PP17_2100,1,PP17
swell_PP17_2101,1,PP17
swell_PP17_2102,1,PP17
swell_PP17_2103,1,PP17
swell_PP17_2104,1,PP17
swell_PP17_2105,1,PP17
swell_PP17_2106,1,PP17
swell_PP17_2107,1,PP17
swell_PP17_2108,1,PP17
swell_PP17_2109,1,PP17
swell_PP17_2110,1,PP17
swell_PP17_2111,1,PP17
swell_PP17_2112,1,PP17
swell_PP17_2113,1,PP17
swell_PP17_2114,1,PP17
swell_PP17_2115,1,PP17
swell_PP17_2116,1,PP17
swell_PP17_2117,1,PP17
swell_PP17_2118,1,PP17
swell_PP17_2119,1,PP17
swell_PP17_2120,1,PP17
swell_PP17_2121,1,PP17
swell_PP17_2122,1,PP17
swell_PP17_2123,1,PP17
swell_PP17_2124,1,PP17
swell_PP17_2125,1,PP17
swell_PP17_2126,1,PP17
swell_PP17_2127,1,PP17
swell_PP17_2128,1,PP17
swell_PP17_2129,1,PP17
swell_PP17_2130,1,PP17
swell_PP17_2132,1,PP17
swell_PP17_2133,1,PP17
swell_PP17_2134,1,PP17
swell_PP18_2149,0,PP18
swell_PP18_2150,0,PP18
swell_PP18_2151,0,PP18
swell_PP18_2152,0,PP18
swell_PP18_2153,0,PP18
swell_PP18_2154,0,PP18
swell_PP18_2155,0,PP18
swell_PP18_2156,0,PP18
swell_PP18_2157,0,PP18
swell_PP18_2158,0,PP18
swell_PP18_2159,0,PP18
swell_PP18_2160,0,PP18
swell_PP18_2161,0,PP18
swell_PP18_2162,0,PP18
swell_PP18_2163,0,PP18
swell_PP18_2164,0,PP18
swell_PP18_2165,0,PP18
swell_PP18_2166,0,PP18
swell_PP18_2167,0,PP18
swell_PP18_2168,0,PP18
swell_PP18_2169,0,PP18
swell_PP18_2170,0,PP18
swell_PP18_2171,0,PP18
swell_PP18_2172,0,PP18
swell_PP18_2186,1,PP18
swell_PP18_2187,1,PP18
swell_PP18_2188,1,PP18
swell_PP18_2189,1,PP18
swell_PP18_2190,1,PP18
swell_PP18_2191,1,PP18
swell_PP18_2192,1,PP18
swell_PP18_2193,1,PP18
swell_PP18_2194,1,PP18
swell_PP18_2195,1,PP18
swell_PP18_2196,1,PP18
swell_PP18_2197,1,PP18
swell_PP18_2198,1,PP18
swell_PP18_2199,1,PP18
swell_PP18_2200,1,PP18
swell_PP18_2201,1,PP18
swell_PP18_2202,1,PP18
swell_PP18_2204,1,PP18
swell_PP18_2205,1,PP18
swell_PP18_2206,1,PP18
swell_PP18_2207,1,PP18
swell_PP18_2208,1,PP18
swell_PP18_2209,1,PP18
swell_PP18_2210,1,PP18
swell_PP18_2211,1,PP18
swell_PP18_2212,1,PP18
swell_PP18_2213,1,PP18
swell_PP18_2214,1,PP18
swell_PP18_2215,1,PP18
swell_PP18_2216,1,PP18
swell_PP18_2217,1,PP18
swell_PP18_2218,1,PP18
swell_PP18_2219,1,PP18
swell_PP18_2220,1,PP18
swell_PP18_2221,1,PP18
swell_PP18_2234,2,PP18
swell_PP18_2235,2,PP18
swell_PP18_2236,2,PP18
swell_PP18_2237,2,PP18
swell_PP18_2238,2,PP18
swell_PP18_2239,2,PP18
swell_PP18_2240,2,PP18
swell_PP18_2241,2,PP18
swell_PP18_2242,2,PP18
swell_PP18_2243,2,PP18
swell_PP18_2244,2,PP18
swell_PP18_2245,2,PP18
swell_PP18_2246,2,PP18
swell_PP18_2247,2,PP18
swell_PP18_2248,2,PP18
swell_PP18_2249,2,PP18
swell_PP18_2250,2,PP18
swell_PP18_2251,2,PP18
swell_PP18_2252,2,PP18
swell_PP18_2253,2,PP18
swell_PP18_2254,2,PP18
swell_PP19_2267,0,PP19
swell_PP19_2268,0,PP19
swell_PP19_2269,0,PP19
swell_PP19_2270,0,PP19
swell_PP19_2271,0,PP19
swell_PP19_2272,0,PP19
swell_PP19_2274,0,PP19
swell_PP19_2276,0,PP19
swell_PP19_2277,0,PP19
swell_PP19_2278,0,PP19
swell_PP19_2279,0,PP19
swell_PP19_2280,0,PP19
swell_PP19_2281,0,PP19
swell_PP19_2282,0,PP19
swell_PP19_2283,0,PP19
swell_PP19_2285,0,PP19
swell_PP19_2286,0,PP19
swell_PP19_2287,0,PP19
swell_PP19_2288,0,PP19
swell_PP19_2289,0,PP19
swell_PP19_2290,0,PP19
swell_PP19_2293,0,PP19
swell_PP19_2294,0,PP19
swell_PP19_2296,0,PP19
swell_PP19_2297,0,PP19
swell_PP19_2316,1,PP19
swell_PP19_2317,1,PP19
swell_PP19_2318,1,PP19
swell_PP19_2319,1,PP19
swell_PP19_2320,1,PP19
swell_PP19_2321,1,PP19
swell_PP19_2322,1,PP19
swell_PP19_2323,1,PP19
swell_PP19_2324,1,PP19
swell_PP19_2325,1,PP19
swell_PP19_2326,1,PP19
swell_PP19_2327,1,PP19
swell_PP19_2328,1,PP19
swell_PP19_2329,1,PP19
swell_PP19_2330,1,PP19
swell_PP19_2331,1,PP19
swell_PP19_2332,1,PP19
swell_PP19_2333,1,PP19
swell_PP19_2334,1,PP19
swell_PP19_2335,1,PP19
swell_PP19_2336,1,PP19
swell_PP19_2337,1,PP19
swell_PP19_2338,1,PP19
swell_PP19_2339,1,PP19
swell_PP19_2340,1,PP19
swell_PP19_2341,1,PP19
swell_PP19_2342,1,PP19
swell_PP19_2343,1,PP19
swell_PP19_2344,1,PP19
swell_PP19_2345,1,PP19
swell_PP19_2347,1,PP19
swell_PP19_2364,2,PP19
swell_PP19_2365,2,PP19
swell_PP19_2366,2,PP19
swell_PP19_2367,2,PP19
swell_PP19_2368,2,PP19
swell_PP19_2369,2,PP19
swell_PP19_2371,2,PP19
swell_PP19_2372,2,PP19
swell_PP19_2373,2,PP19
swell_PP19_2374,2,PP19
swell_PP19_2375,2,PP19
swell_PP19_2376,2,PP19
swell_PP19_2377,2,PP19
swell_PP19_2378,2,PP19
swell_PP19_2379,2,PP19
swell_PP19_2380,2,PP19
swell_PP19_2381,2,PP19
swell_PP19_2382,2,PP19
swell_PP1_10,0,PP1
swell_PP1_11,0,PP1
swell_PP1_12,0,PP1
swell_PP1_13,0,PP1
swell_PP1_14,0,PP1
swell_PP1_15,0,PP1
swell_PP1_16,0,PP1
swell_PP1_17,0,PP1
swell_PP1_18,0,PP1
swell_PP1_19,0,PP1
swell_PP1_20,0,PP1
swell_PP1_21,0,PP1
swell_PP1_22,0,PP1
swell_PP1_23,0,PP1
swell_PP1_24,0,PP1
swell_PP1_25,0,PP1
swell_PP1_26,0,PP1
swell_PP1_27,0,PP1
swell_PP1_28,0,PP1
swell_PP1_29,0,PP1
swell_PP1_30,0,PP1
swell_PP1_31,0,PP1
swell_PP1_32,0,PP1
swell_PP1_33,0,PP1
swell_PP1_34,0,PP1
swell_PP1_35,0,PP1
swell_PP1_37,0,PP1
swell_PP1_38,0,PP1
swell_PP1_39,0,PP1
swell_PP1_40,0,PP1
swell_PP1_41,0,PP1
swell_PP1_42,0,PP1
swell_PP1_43,0,PP1
swell_PP1_45,0,PP1
swell_PP1_46,0,PP1
swell_PP1_47,0,PP1
swell_PP1_54,2,PP1
swell_PP1_55,2,PP1
swell_PP1_56,2,PP1
swell_PP1_57,2,PP1
swell_PP1_87,1,PP1
swell_PP1_88,1,PP1
swell_PP1_89,1,PP1
swell_PP1_90,1,PP1
swell_PP1_91,1,PP1
swell_PP1_92,1,PP1
swell_PP1_93,1,PP1
swell_PP1_94,1,PP1
swell_PP1_95,1,PP1
swell_PP1_96,1,PP1
swell_PP1_97,1,PP1
swell_PP1_98,1,PP1
swell_PP1_99,1,PP1
swell_PP1_100,1,PP1
swell_PP1_101,1,PP1
swell_PP1_102,1,PP1
swell_PP1_103,1,PP1
swell_PP1_104,1,PP1
swell_PP1_105,1,PP1
swell_PP1_107,1,PP1
swell_PP1_108,1,PP1
swell_PP1_109,1,PP1
swell_PP1_110,1,PP1
swell_PP1_111,1,PP1
swell_PP1_112,1,PP1
swell_PP1_113,1,PP1
swell_PP1_114,1,PP1
swell_PP1_115,1,PP1
swell_PP1_116,1,PP1
swell_PP1_117,1,PP1
swell_PP1_118,1,PP1
swell_PP1_119,1,PP1
swell_PP20_2397,0,PP20
swell_PP20_2398,0,PP20
swell_PP20_2399,0,PP20
swell_PP20_2400,0,PP20
swell_PP20_2401,0,PP20
swell_PP20_2402,0,PP20
swell_PP20_2403,0,PP20
swell_PP20_2404,0,PP20
swell_PP20_2405,0,PP20
swell_PP20_2406,0,PP20
swell_PP20_2407,0,PP20
swell_PP20_2408,0,PP20
swell_PP20_2409,0,PP20
swell_PP20_2410,0,PP20
swell_PP20_2411,0,PP20
swell_PP20_2412,0,PP20
swell_PP20_2413,0,PP20
swell_PP20_2414,0,PP20
swell_PP20_2415,0,PP20
swell_PP20_2416,0,PP20
swell_PP20_2417,0,PP20
swell_PP20_2418,0,PP20
swell_PP20_2419,0,PP20
swell_PP20_2420,0,PP20
swell_PP20_2421,0,PP20
swell_PP20_2422,0,PP20
swell_PP20_2423,0,PP20
swell_PP20_2424,0,PP20
swell_PP20_2425,0,PP20
swell_PP20_2427,0,PP20
swell_PP20_2445,2,PP20
swell_PP20_2446,2,PP20
swell_PP20_2447,2,PP20
swell_PP20_2448,2,PP20
swell_PP20_2449,2,PP20
swell_PP20_2450,2,PP20
swell_PP20_2451,2,PP20
swell_PP20_2452,2,PP20
swell_PP20_2453,2,PP20
swell_PP20_2454,2,PP20
swell_PP20_2455,2,PP20
swell_PP20_2456,2,PP20
swell_PP20_2457,2,PP20
swell_PP20_2458,2,PP20
swell_PP20_2459,2,PP20
swell_PP20_2461,2,PP20
swell_PP20_2462,2,PP20
swell_PP20_2463,2,PP20
swell_PP20_2464,2,PP20
swell_PP20_2465,2,PP20
swell_PP20_2478,1,PP20
swell_PP20_2479,1,PP20
swell_PP20_2480,1,PP20
swell_PP20_2481,1,PP20
swell_PP20_2482,1,PP20
swell_PP20_2488,1,PP20
swell_PP20_2489,1,PP20
swell_PP20_2490,1,PP20
swell_PP20_2491,1,PP20
swell_PP20_2492,1,PP20
swell_PP20_2493,1,PP20
swell_PP20_2494,1,PP20
swell_PP20_2495,1,PP20
swell_PP20_2496,1,PP20
swell_PP20_2497,1,PP20
swell_PP20_2498,1,PP20
swell_PP20_2499,1,PP20
swell_PP20_2500,1,PP20
swell_PP20_2501,1,PP20
swell_PP20_2502,1,PP20
swell_PP20_2503,1,PP20
swell_PP20_2504,1,PP20
swell_PP20_2505,1,PP20
